Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-AF-2689-10A-01D-0819-01	7	126066044	133435717	4556	0.0203
TCGA-AF-2689-10A-01D-0819-01	7	133435735	133437627	15	-2.519
TCGA-AF-2689-10A-01D-0819-01	7	133437686	133440537	7	-0.3544
TCGA-AF-2689-10A-01D-0819-01	7	133440551	133440983	3	-3.594
TCGA-AF-2689-10A-01D-0819-01	7	133446174	133449737	12	-0.7308
TCGA-AF-2689-10A-01D-0819-01	7	133456784	139653734	4011	0.0219
TCGA-AF-2689-10A-01D-0819-01	7	139654428	139770734	58	0.3699
TCGA-AF-2689-10A-01D-0819-01	7	139772976	139831866	31	0.0296
TCGA-AF-2689-10A-01D-0819-01	7	139833964	139853071	23	0.5185
TCGA-AF-2689-10A-01D-0819-01	7	139853088	142154515	1572	0.0556
TCGA-AF-2689-10A-01D-0819-01	7	142156294	142165614	27	-2.3885
TCGA-AF-2689-10A-01D-0819-01	7	142165684	142209804	15	0.4346
TCGA-AF-2689-10A-01D-0819-01	7	142210594	142928980	456	8.00E-04
TCGA-AF-2689-10A-01D-0819-01	7	142929090	143174798	93	0.5697
TCGA-AF-2689-10A-01D-0819-01	7	143176294	158819765	10022	0.0271
TCGA-AF-2689-10A-01D-0819-01	8	21254	583041	327	0.0781
TCGA-AF-2689-10A-01D-0819-01	8	584944	585875	8	1.1843
TCGA-AF-2689-10A-01D-0819-01	8	585892	585908	2	4.6035
TCGA-AF-2689-10A-01D-0819-01	8	591043	6901498	7452	-0.0021
TCGA-AF-2689-10A-01D-0819-01	8	6902056	7836800	222	0.3134
TCGA-AF-2689-10A-01D-0819-01	8	7847301	16314480	6963	0.0312
TCGA-AF-2689-10A-01D-0819-01	8	16314495	16314508	2	-2.0416
TCGA-AF-2689-10A-01D-0819-01	8	16314535	22274160	5035	0.0102
TCGA-AF-2689-10A-01D-0819-01	8	22274933	22372846	57	0.4091
TCGA-AF-2689-10A-01D-0819-01	8	22372998	25030393	1795	0.0246
TCGA-AF-2689-10A-01D-0819-01	8	25030439	25040167	24	-2.6089
TCGA-AF-2689-10A-01D-0819-01	8	25040250	38433678	8569	0.0171
TCGA-AF-2689-10A-01D-0819-01	8	38436095	38470359	56	0.3568
TCGA-AF-2689-10A-01D-0819-01	8	38476110	39345098	418	0.0349
TCGA-AF-2689-10A-01D-0819-01	8	39345200	39488065	55	-0.3101
TCGA-AF-2689-10A-01D-0819-01	8	39489631	40891153	1084	0.0127
TCGA-AF-2689-10A-01D-0819-01	8	40897009	40897628	2	-2.4705
TCGA-AF-2689-10A-01D-0819-01	8	40902837	47052201	1527	0.0341
TCGA-AF-2689-10A-01D-0819-01	8	47055781	47501966	104	0.357
TCGA-AF-2689-10A-01D-0819-01	8	47504128	56908554	5649	0.0133
TCGA-AF-2689-10A-01D-0819-01	8	56911019	57016726	62	0.3202
TCGA-AF-2689-10A-01D-0819-01	8	57018380	78927313	13716	0.0198
TCGA-AF-2689-10A-01D-0819-01	8	78927527	78931726	2	-2.4502
TCGA-AF-2689-10A-01D-0819-01	8	78936486	112363470	19940	0.0153
TCGA-AF-2689-10A-01D-0819-01	8	112363642	112364436	8	-1.4974
TCGA-AF-2689-10A-01D-0819-01	8	112369457	115703883	1831	0.0248
TCGA-AF-2689-10A-01D-0819-01	8	115704083	115710745	27	-0.9509
TCGA-AF-2689-10A-01D-0819-01	8	115710761	120221191	3114	0.009
TCGA-AF-2689-10A-01D-0819-01	8	120223965	120228627	4	-1.3776
TCGA-AF-2689-10A-01D-0819-01	8	120232035	133665157	9461	0.0135
TCGA-AF-2689-10A-01D-0819-01	8	133665398	133666180	2	-2.0281
TCGA-AF-2689-10A-01D-0819-01	8	133666218	144355854	7861	0.0502
TCGA-AF-2689-10A-01D-0819-01	8	144361785	144381388	14	0.5255
TCGA-AF-2689-10A-01D-0819-01	8	144381758	144763421	117	0.1212
TCGA-AF-2689-10A-01D-0819-01	8	144763476	144797099	19	0.5909
TCGA-AF-2689-10A-01D-0819-01	8	144798796	144833398	21	0.0743
TCGA-AF-2689-10A-01D-0819-01	8	144834266	144919630	23	0.5112
TCGA-AF-2689-10A-01D-0819-01	8	144920091	145304484	100	0.1247
TCGA-AF-2689-10A-01D-0819-01	8	145309433	145971790	188	0.5532
TCGA-AF-2689-10A-01D-0819-01	8	145972101	146268959	170	0.2318
TCGA-AF-2689-10A-01D-0819-01	9	36587	4249707	4414	0.012
TCGA-AF-2689-10A-01D-0819-01	9	4250863	4263941	15	-1.0353
TCGA-AF-2689-10A-01D-0819-01	9	4268256	5069156	826	0.0228
TCGA-AF-2689-10A-01D-0819-01	9	5071416	5071766	8	-0.8521
TCGA-AF-2689-10A-01D-0819-01	9	5071852	23351805	15213	-0.0029
TCGA-AF-2689-10A-01D-0819-01	9	23353115	23363484	8	1.0732
TCGA-AF-2689-10A-01D-0819-01	9	23368488	24458332	755	0.0015
TCGA-AF-2689-10A-01D-0819-01	9	24459766	24496102	48	-0.3265
TCGA-AF-2689-10A-01D-0819-01	9	24496149	39766828	10026	0.0024
TCGA-AF-2689-10A-01D-0819-01	9	39768631	39800645	2	-2.048
TCGA-AF-2689-10A-01D-0819-01	9	40466154	44569219	182	0.1677
TCGA-AF-2689-10A-01D-0819-01	9	44667855	44795733	36	-1.086
TCGA-AF-2689-10A-01D-0819-01	9	44806024	69141756	330	0.1727
TCGA-AF-2689-10A-01D-0819-01	9	69148211	69179312	6	-1.2011
TCGA-AF-2689-10A-01D-0819-01	9	69183387	102472962	22648	0.0169
TCGA-AF-2689-10A-01D-0819-01	9	102473689	102473918	2	-1.9504
TCGA-AF-2689-10A-01D-0819-01	9	102477596	104555643	1531	-0.0034
TCGA-AF-2689-10A-01D-0819-01	9	104555672	104557661	7	-1.0343
TCGA-AF-2689-10A-01D-0819-01	9	104561873	105606318	737	-0.0478
TCGA-AF-2689-10A-01D-0819-01	9	105608517	105609111	2	-4.2084
TCGA-AF-2689-10A-01D-0819-01	9	105610523	128657242	17064	0.019
TCGA-AF-2689-10A-01D-0819-01	9	128659696	128708552	25	0.6049
TCGA-AF-2689-10A-01D-0819-01	9	128709171	135940124	4265	0.0437
TCGA-AF-2689-10A-01D-0819-01	9	135940959	135993215	20	0.5919
TCGA-AF-2689-10A-01D-0819-01	9	135993941	138198544	1099	0.0721
TCGA-AF-2689-10A-01D-0819-01	9	138199096	138275049	23	0.4164
TCGA-AF-2689-10A-01D-0819-01	9	138337606	138528562	81	0.0516
TCGA-AF-2689-10A-01D-0819-01	9	138532705	138553622	6	0.6622
TCGA-AF-2689-10A-01D-0819-01	9	138554856	138825497	71	0.0467
TCGA-AF-2689-10A-01D-0819-01	9	138831279	138876298	5	0.9234
TCGA-AF-2689-10A-01D-0819-01	9	138883729	139204306	77	0.0323
TCGA-AF-2689-10A-01D-0819-01	9	139205866	139595483	99	0.3291
TCGA-AF-2689-10A-01D-0819-01	9	139597633	139874776	138	0.004
TCGA-AF-2689-10A-01D-0819-01	9	139874940	139916500	19	0.4735
TCGA-AF-2689-10A-01D-0819-01	9	139921485	140058573	70	0.0385
TCGA-AF-2689-10A-01D-0819-01	9	140058778	140211215	120	0.414
TCGA-AF-2689-10A-01D-0819-01	10	62759	12121392	10200	0.0229
TCGA-AF-2689-10A-01D-0819-01	10	12131522	12209518	34	0.6152
TCGA-AF-2689-10A-01D-0819-01	10	12217003	17934982	4661	0.0253
TCGA-AF-2689-10A-01D-0819-01	10	17967560	17989863	3	-2.3046
TCGA-AF-2689-10A-01D-0819-01	10	18011822	24415269	4362	0.0131
TCGA-AF-2689-10A-01D-0819-01	10	24417680	24418914	12	1.4704
TCGA-AF-2689-10A-01D-0819-01	10	24418957	27261963	1989	0.0322
TCGA-AF-2689-10A-01D-0819-01	10	27262051	27268479	16	0.528
TCGA-AF-2689-10A-01D-0819-01	10	27269999	35131870	5659	0.0229
TCGA-AF-2689-10A-01D-0819-01	10	35135838	35167077	24	0.4466
TCGA-AF-2689-10A-01D-0819-01	10	35167654	35213705	25	0.0408
TCGA-AF-2689-10A-01D-0819-01	10	35213736	35350325	80	0.4059
TCGA-AF-2689-10A-01D-0819-01	10	35355607	35555023	90	0.0143
TCGA-AF-2689-10A-01D-0819-01	10	35557085	35651560	38	0.4196
TCGA-AF-2689-10A-01D-0819-01	10	35652409	36741375	781	0.0218
TCGA-AF-2689-10A-01D-0819-01	10	36742576	36742646	2	-1.6839
TCGA-AF-2689-10A-01D-0819-01	10	36743782	42932878	1818	0.0251
TCGA-AF-2689-10A-01D-0819-01	10	42932971	42934213	14	0.6329
TCGA-AF-2689-10A-01D-0819-01	10	42934354	47241036	2168	0.0398
TCGA-AF-2689-10A-01D-0819-01	10	47417400	47468066	4	-1.7454
TCGA-AF-2689-10A-01D-0819-01	10	47480482	51265853	1727	0.0191
TCGA-AF-2689-10A-01D-0819-01	10	51274704	51573774	43	0.3978
TCGA-AF-2689-10A-01D-0819-01	10	51580604	66976164	11029	-0.007
TCGA-AF-2689-10A-01D-0819-01	10	66976282	66984436	28	-0.4183
TCGA-AF-2689-10A-01D-0819-01	10	66984452	72089266	3482	0.0075
TCGA-AF-2689-10A-01D-0819-01	10	72091190	72210853	110	0.3943
TCGA-AF-2689-10A-01D-0819-01	10	72213178	94070673	14357	0.0206
TCGA-AF-2689-10A-01D-0819-01	10	94074858	94436629	148	0.3295
TCGA-AF-2689-10A-01D-0819-01	10	94438225	102039868	4820	0.021
TCGA-AF-2689-10A-01D-0819-01	10	102040232	102093404	42	0.4365
TCGA-AF-2689-10A-01D-0819-01	10	102094511	105138678	1444	0.0497
TCGA-AF-2689-10A-01D-0819-01	10	105139905	105206853	39	0.3757
TCGA-AF-2689-10A-01D-0819-01	10	105206911	124334099	13984	0.0186
TCGA-AF-2689-10A-01D-0819-01	10	124334213	124341003	5	-1.4887
TCGA-AF-2689-10A-01D-0819-01	10	124346802	135356694	7924	0.0409
TCGA-AF-2689-10A-01D-0819-01	11	188510	430343	99	0.3881
TCGA-AF-2689-10A-01D-0819-01	11	435389	1637803	424	0.0723
TCGA-AF-2689-10A-01D-0819-01	11	1637868	1848481	69	0.3868
TCGA-AF-2689-10A-01D-0819-01	11	1856601	4926906	1894	0.0305
TCGA-AF-2689-10A-01D-0819-01	11	4926919	4930605	20	0.8007
TCGA-AF-2689-10A-01D-0819-01	11	4931740	5477551	557	-5.00E-04
TCGA-AF-2689-10A-01D-0819-01	11	5478727	5480169	7	-1.1938
TCGA-AF-2689-10A-01D-0819-01	11	5481040	9197795	2760	0.0221
TCGA-AF-2689-10A-01D-0819-01	11	9197933	9355823	58	0.3727
TCGA-AF-2689-10A-01D-0819-01	11	9357266	37090049	20408	0.0116
TCGA-AF-2689-10A-01D-0819-01	11	37090112	37090476	3	-1.503
TCGA-AF-2689-10A-01D-0819-01	11	37090624	44607490	5053	-0.0022
TCGA-AF-2689-10A-01D-0819-01	11	44607503	44618420	9	0.3809
TCGA-AF-2689-10A-01D-0819-01	11	44618990	44632829	16	0.7836
TCGA-AF-2689-10A-01D-0819-01	11	44635967	44646560	5	1.3866
TCGA-AF-2689-10A-01D-0819-01	11	44646657	44657971	10	0.7695
TCGA-AF-2689-10A-01D-0819-01	11	44658020	55132856	3306	0.0266
TCGA-AF-2689-10A-01D-0819-01	11	55133074	55209110	49	-0.723
TCGA-AF-2689-10A-01D-0819-01	11	55209553	63466592	4787	0.0117
TCGA-AF-2689-10A-01D-0819-01	11	63473292	63511087	22	0.518
TCGA-AF-2689-10A-01D-0819-01	11	63511791	64349484	336	0.0702
TCGA-AF-2689-10A-01D-0819-01	11	64352248	65449643	423	0.4587
TCGA-AF-2689-10A-01D-0819-01	11	65451384	67050884	608	0.0582
TCGA-AF-2689-10A-01D-0819-01	11	67053434	67527195	154	0.3192
TCGA-AF-2689-10A-01D-0819-01	11	67531677	85565605	11181	0.0115
TCGA-AF-2689-10A-01D-0819-01	11	85567306	85576469	17	-1.1158
TCGA-AF-2689-10A-01D-0819-01	11	85577460	134449982	34941	0.0162
TCGA-AF-2689-10A-01D-0819-01	12	20703	2116123	1269	0.1762
TCGA-AF-2689-10A-01D-0819-01	12	2116185	2128181	40	-0.873
TCGA-AF-2689-10A-01D-0819-01	12	2128284	2916250	546	0.0535
TCGA-AF-2689-10A-01D-0819-01	12	2920449	2967152	26	0.4814
TCGA-AF-2689-10A-01D-0819-01	12	2970221	4255865	1006	0.0443
TCGA-AF-2689-10A-01D-0819-01	12	4256054	4256311	3	1.507
TCGA-AF-2689-10A-01D-0819-01	12	4256494	6862481	2032	0.0361
TCGA-AF-2689-10A-01D-0819-01	12	6863014	6900127	18	0.4902
TCGA-AF-2689-10A-01D-0819-01	12	6900326	7854028	428	0.0189
TCGA-AF-2689-10A-01D-0819-01	12	7854479	8026359	72	0.4833
TCGA-AF-2689-10A-01D-0819-01	12	8028989	8248774	115	0.0775
TCGA-AF-2689-10A-01D-0819-01	12	8253317	8285095	12	0.9924
TCGA-AF-2689-10A-01D-0819-01	12	8285644	9521823	642	0.0417
TCGA-AF-2689-10A-01D-0819-01	12	9525137	9619559	24	-2.0648
TCGA-AF-2689-10A-01D-0819-01	12	9626236	11110690	1045	0.0041
TCGA-AF-2689-10A-01D-0819-01	12	11111991	11132799	11	-1.3535
TCGA-AF-2689-10A-01D-0819-01	12	11143141	15824149	3384	0.0159
TCGA-AF-2689-10A-01D-0819-01	12	15826468	15828301	2	-2.3627
TCGA-AF-2689-10A-01D-0819-01	12	15829357	19352445	2197	0.0106
TCGA-AF-2689-10A-01D-0819-01	12	19352942	19472571	59	0.3389
TCGA-AF-2689-10A-01D-0819-01	12	19472808	31890842	9008	0.0147
TCGA-AF-2689-10A-01D-0819-01	12	31890914	31963813	67	0.3195
TCGA-AF-2689-10A-01D-0819-01	12	31963844	33185927	888	0.0147
TCGA-AF-2689-10A-01D-0819-01	12	33192673	33199627	28	0.3685
TCGA-AF-2689-10A-01D-0819-01	12	33199654	33609662	261	-0.0423
TCGA-AF-2689-10A-01D-0819-01	12	33610013	33610031	2	-2.2883
TCGA-AF-2689-10A-01D-0819-01	12	33610050	44185771	5366	-2.00E-04
TCGA-AF-2689-10A-01D-0819-01	12	44186092	44195804	5	-1.4564
TCGA-AF-2689-10A-01D-0819-01	12	44199559	50497372	3408	0.0107
TCGA-AF-2689-10A-01D-0819-01	12	50497787	50590728	43	0.352
TCGA-AF-2689-10A-01D-0819-01	12	50592488	51691766	930	0.0545
TCGA-AF-2689-10A-01D-0819-01	12	51693862	51809479	61	0.3916
TCGA-AF-2689-10A-01D-0819-01	12	51815593	71576292	12327	0.015
TCGA-AF-2689-10A-01D-0819-01	12	71577316	71657356	51	-0.3378
TCGA-AF-2689-10A-01D-0819-01	12	71658383	110653329	24895	0.0147
TCGA-AF-2689-10A-01D-0819-01	12	110654759	110806134	57	0.3951
TCGA-AF-2689-10A-01D-0819-01	12	110807360	113761699	2121	0.0412
TCGA-AF-2689-10A-01D-0819-01	12	113763636	113824963	49	0.385
TCGA-AF-2689-10A-01D-0819-01	12	113825248	118813347	3774	0.0213
TCGA-AF-2689-10A-01D-0819-01	12	118814538	118864685	26	0.69
TCGA-AF-2689-10A-01D-0819-01	12	118865375	132288262	8844	0.0502
TCGA-AF-2689-10A-01D-0819-01	13	17924949	19210110	657	0.0663
TCGA-AF-2689-10A-01D-0819-01	13	19218070	19415354	96	0.4521
TCGA-AF-2689-10A-01D-0819-01	13	19416260	22527187	2141	0.0456
TCGA-AF-2689-10A-01D-0819-01	13	22527210	22531515	13	-0.7887
TCGA-AF-2689-10A-01D-0819-01	13	22536195	36969135	10669	0.0193
TCGA-AF-2689-10A-01D-0819-01	13	36970036	36982757	16	0.7508
TCGA-AF-2689-10A-01D-0819-01	13	36986330	55139743	11812	0.0099
TCGA-AF-2689-10A-01D-0819-01	13	55140514	55145499	7	-1.3648
TCGA-AF-2689-10A-01D-0819-01	13	55147064	61859441	3885	0.0067
TCGA-AF-2689-10A-01D-0819-01	13	61859600	61890698	24	-0.4477
TCGA-AF-2689-10A-01D-0819-01	13	61890776	62587498	342	0.0254
TCGA-AF-2689-10A-01D-0819-01	13	62587500	62611425	11	-0.6613
TCGA-AF-2689-10A-01D-0819-01	13	62615861	71374989	5514	-0.0274
TCGA-AF-2689-10A-01D-0819-01	13	71375556	71378557	4	-3.7349
TCGA-AF-2689-10A-01D-0819-01	13	71378606	94731661	15465	0.0066
TCGA-AF-2689-10A-01D-0819-01	13	94731671	94830830	78	0.3607
TCGA-AF-2689-10A-01D-0819-01	13	94834066	109470969	10961	0.0112
TCGA-AF-2689-10A-01D-0819-01	13	109471615	109471649	2	-2.5069
TCGA-AF-2689-10A-01D-0819-01	13	109472780	114126499	2667	0.0369
TCGA-AF-2689-10A-01D-0819-01	14	18072124	19188667	77	0.1162
TCGA-AF-2689-10A-01D-0819-01	14	19205064	19492423	112	-0.6472
TCGA-AF-2689-10A-01D-0819-01	14	19493212	20020023	382	0.0012
TCGA-AF-2689-10A-01D-0819-01	14	20020101	20074808	51	0.6251
TCGA-AF-2689-10A-01D-0819-01	14	20074902	20223139	122	0.0121
TCGA-AF-2689-10A-01D-0819-01	14	20223628	20252782	23	0.5428
TCGA-AF-2689-10A-01D-0819-01	14	20258498	21532236	847	0.0573
TCGA-AF-2689-10A-01D-0819-01	14	21536574	21908470	328	0.4187
TCGA-AF-2689-10A-01D-0819-01	14	21909856	21912357	2	-2.5684
TCGA-AF-2689-10A-01D-0819-01	14	21913277	22040167	115	0.5783
TCGA-AF-2689-10A-01D-0819-01	14	22040287	34066363	7740	0.0258
TCGA-AF-2689-10A-01D-0819-01	14	34066397	34106949	22	0.5817
TCGA-AF-2689-10A-01D-0819-01	14	34106963	39588950	3247	0.0288
TCGA-AF-2689-10A-01D-0819-01	14	39590108	39602461	12	-0.677
TCGA-AF-2689-10A-01D-0819-01	14	39602547	39956806	225	0.0174
TCGA-AF-2689-10A-01D-0819-01	14	39957002	39976452	24	-0.3688
TCGA-AF-2689-10A-01D-0819-01	14	39976706	39979458	2	-2.0441
TCGA-AF-2689-10A-01D-0819-01	14	39979624	40094706	91	-0.0117
TCGA-AF-2689-10A-01D-0819-01	14	40097456	40101656	2	-2.7527
TCGA-AF-2689-10A-01D-0819-01	14	40102443	40301607	116	-0.0498
TCGA-AF-2689-10A-01D-0819-01	14	40301868	40302252	2	-2.3508
TCGA-AF-2689-10A-01D-0819-01	14	40304846	73059870	20817	0.0091
TCGA-AF-2689-10A-01D-0819-01	14	73059948	73136062	29	0.6621
TCGA-AF-2689-10A-01D-0819-01	14	73136408	86052923	8654	0.0168
TCGA-AF-2689-10A-01D-0819-01	14	86053077	86072669	16	-0.5692
TCGA-AF-2689-10A-01D-0819-01	14	86074052	103203921	11359	0.0174
TCGA-AF-2689-10A-01D-0819-01	14	103204362	103207338	2	-1.7259
TCGA-AF-2689-10A-01D-0819-01	14	103208294	105059083	631	0.0863
TCGA-AF-2689-10A-01D-0819-01	14	105071276	105499435	114	0.4272
TCGA-AF-2689-10A-01D-0819-01	14	105501013	105943107	198	0.0204
TCGA-AF-2689-10A-01D-0819-01	14	105945406	106014879	62	0.4088
TCGA-AF-2689-10A-01D-0819-01	14	106019613	106356482	214	0.0322
TCGA-AF-2689-10A-01D-0819-01	15	18276341	18463975	47	0.0688
TCGA-AF-2689-10A-01D-0819-01	15	18466953	18551327	12	0.9222
TCGA-AF-2689-10A-01D-0819-01	15	18652835	22147649	1345	0.1174
TCGA-AF-2689-10A-01D-0819-01	15	22150273	22150669	2	-3.1156
TCGA-AF-2689-10A-01D-0819-01	15	22151418	30379058	4888	0.0594
TCGA-AF-2689-10A-01D-0819-01	15	30387094	30664276	37	0.5321
TCGA-AF-2689-10A-01D-0819-01	15	30690275	45425860	9275	0.0273
TCGA-AF-2689-10A-01D-0819-01	15	45428079	45428358	3	-1.4155
TCGA-AF-2689-10A-01D-0819-01	15	45429326	54578102	5983	0.0225
TCGA-AF-2689-10A-01D-0819-01	15	54578131	54588269	23	-0.6315
TCGA-AF-2689-10A-01D-0819-01	15	54588915	74678566	12772	0.0239
TCGA-AF-2689-10A-01D-0819-01	15	74678682	74682253	12	-2.7763
TCGA-AF-2689-10A-01D-0819-01	15	74682399	74682830	8	-1.1627
TCGA-AF-2689-10A-01D-0819-01	15	74689234	84137638	5396	0.0367
TCGA-AF-2689-10A-01D-0819-01	15	84140523	84164282	63	0.3347
TCGA-AF-2689-10A-01D-0819-01	15	84164517	98175568	10611	0.0317
TCGA-AF-2689-10A-01D-0819-01	15	98175729	98177461	2	-2.3201
TCGA-AF-2689-10A-01D-0819-01	15	98177615	100286563	1627	0.0833
TCGA-AF-2689-10A-01D-0819-01	16	777	826377	327	0.4924
TCGA-AF-2689-10A-01D-0819-01	16	838329	1119032	81	0.091
TCGA-AF-2689-10A-01D-0819-01	16	1126466	1289188	26	0.4913
TCGA-AF-2689-10A-01D-0819-01	16	1289210	1462532	33	0.0378
TCGA-AF-2689-10A-01D-0819-01	16	1462671	1505351	20	0.4286
TCGA-AF-2689-10A-01D-0819-01	16	1505719	1738955	126	0.0102
TCGA-AF-2689-10A-01D-0819-01	16	1740951	1751915	7	0.9123
TCGA-AF-2689-10A-01D-0819-01	16	1752973	3145764	485	0.094
TCGA-AF-2689-10A-01D-0819-01	16	3151321	3188360	16	0.6575
TCGA-AF-2689-10A-01D-0819-01	16	3190229	4160265	577	0.0283
TCGA-AF-2689-10A-01D-0819-01	16	4160284	4190916	46	0.3564
TCGA-AF-2689-10A-01D-0819-01	16	4194917	8851152	4685	0.0421
TCGA-AF-2689-10A-01D-0819-01	16	8851578	9194361	212	0.3177
TCGA-AF-2689-10A-01D-0819-01	16	9195374	11484868	2043	0.0336
TCGA-AF-2689-10A-01D-0819-01	16	11490071	11546501	38	0.4794
TCGA-AF-2689-10A-01D-0819-01	16	11547550	14654226	2391	0.0352
TCGA-AF-2689-10A-01D-0819-01	16	14654603	14961689	52	0.3809
TCGA-AF-2689-10A-01D-0819-01	16	14961805	14967249	8	1.0963
TCGA-AF-2689-10A-01D-0819-01	16	14967915	15972902	422	0.3283
TCGA-AF-2689-10A-01D-0819-01	16	15973990	16035689	57	0.7224
TCGA-AF-2689-10A-01D-0819-01	16	16038519	19851864	1886	0.1188
TCGA-AF-2689-10A-01D-0819-01	16	19853151	19873333	27	-0.8915
TCGA-AF-2689-10A-01D-0819-01	16	19873376	19965401	70	0.0564
TCGA-AF-2689-10A-01D-0819-01	16	19966274	19966317	2	-2.1973
TCGA-AF-2689-10A-01D-0819-01	16	19967178	21255120	825	0.0163
TCGA-AF-2689-10A-01D-0819-01	16	21255700	22638484	492	0.3345
TCGA-AF-2689-10A-01D-0819-01	16	22638695	27504015	3479	0.0193
TCGA-AF-2689-10A-01D-0819-01	16	27505911	27551437	21	0.5036
TCGA-AF-2689-10A-01D-0819-01	16	27560472	28655035	544	0.0799
TCGA-AF-2689-10A-01D-0819-01	16	28660952	28997543	78	0.4592
TCGA-AF-2689-10A-01D-0819-01	16	29002841	29178676	84	0.0522
TCGA-AF-2689-10A-01D-0819-01	16	29180105	30085308	255	0.4875
TCGA-AF-2689-10A-01D-0819-01	16	30097482	30396428	55	0.1005
TCGA-AF-2689-10A-01D-0819-01	16	30398355	30432701	12	0.6546
TCGA-AF-2689-10A-01D-0819-01	16	30439531	32214721	649	0.0537
TCGA-AF-2689-10A-01D-0819-01	16	32246606	32496123	46	-0.4266
TCGA-AF-2689-10A-01D-0819-01	16	32496402	32496410	5	-4.2649
TCGA-AF-2689-10A-01D-0819-01	16	32516775	33344111	94	-0.0477
TCGA-AF-2689-10A-01D-0819-01	16	33346050	33744302	102	-0.4025
TCGA-AF-2689-10A-01D-0819-01	16	33745399	79714854	24720	0.0211
TCGA-AF-2689-10A-01D-0819-01	16	79714886	79835043	133	0.3704
TCGA-AF-2689-10A-01D-0819-01	16	79835285	80784218	865	0.0372
TCGA-AF-2689-10A-01D-0819-01	16	80784515	80825038	36	-1.3036
TCGA-AF-2689-10A-01D-0819-01	16	80830682	81341941	591	-2.00E-04
TCGA-AF-2689-10A-01D-0819-01	16	81342188	81343789	6	-0.99
TCGA-AF-2689-10A-01D-0819-01	16	81343908	87053785	5134	0.0789
TCGA-AF-2689-10A-01D-0819-01	16	87063600	87865014	265	0.4747
TCGA-AF-2689-10A-01D-0819-01	16	87865445	87906165	28	-0.0057
TCGA-AF-2689-10A-01D-0819-01	16	87906820	88815036	391	0.45
TCGA-AF-2689-10A-01D-0819-01	17	526	1128066	561	0.3836
TCGA-AF-2689-10A-01D-0819-01	17	1128916	3422735	1280	0.0788
TCGA-AF-2689-10A-01D-0819-01	17	3424339	3504202	56	0.4804
TCGA-AF-2689-10A-01D-0819-01	17	3515168	4256186	437	0.0645
TCGA-AF-2689-10A-01D-0819-01	17	4256292	4328497	44	0.4846
TCGA-AF-2689-10A-01D-0819-01	17	4332252	9888228	3396	0.0507
TCGA-AF-2689-10A-01D-0819-01	17	9888581	9984541	72	0.2905
TCGA-AF-2689-10A-01D-0819-01	17	9984839	18801488	5776	0.0333
TCGA-AF-2689-10A-01D-0819-01	17	18802035	19089956	46	0.4795
TCGA-AF-2689-10A-01D-0819-01	17	19092695	23803180	2142	0.0672
TCGA-AF-2689-10A-01D-0819-01	17	23805468	23806446	2	1.9391
TCGA-AF-2689-10A-01D-0819-01	17	23813398	25960929	946	0.0329
TCGA-AF-2689-10A-01D-0819-01	17	25961790	26199370	72	0.4432
TCGA-AF-2689-10A-01D-0819-01	17	26211235	29895688	2598	0.0337
TCGA-AF-2689-10A-01D-0819-01	17	29896020	29898226	2	-1.5853
TCGA-AF-2689-10A-01D-0819-01	17	29901196	31454563	969	0.0402
TCGA-AF-2689-10A-01D-0819-01	17	31459625	31931245	97	0.4788
TCGA-AF-2689-10A-01D-0819-01	17	31931271	36676603	2493	0.0532
TCGA-AF-2689-10A-01D-0819-01	17	36676616	36684057	20	-0.7597
TCGA-AF-2689-10A-01D-0819-01	17	36686250	69629962	19757	0.0372
TCGA-AF-2689-10A-01D-0819-01	17	69629997	70087161	260	0.3963
TCGA-AF-2689-10A-01D-0819-01	17	70087741	70089530	2	-1.2348
TCGA-AF-2689-10A-01D-0819-01	17	70094030	70163331	61	0.3834
TCGA-AF-2689-10A-01D-0819-01	17	70164526	71717935	669	0.0746
TCGA-AF-2689-10A-01D-0819-01	17	71719479	71790956	38	0.4426
TCGA-AF-2689-10A-01D-0819-01	17	71795130	71798984	8	-0.0948
TCGA-AF-2689-10A-01D-0819-01	17	71802148	71813369	9	0.5589
TCGA-AF-2689-10A-01D-0819-01	17	71813384	73937620	1247	0.0864
TCGA-AF-2689-10A-01D-0819-01	17	73940927	73941440	2	1.8917
TCGA-AF-2689-10A-01D-0819-01	17	73942963	73964379	16	0.5004
TCGA-AF-2689-10A-01D-0819-01	17	73967673	75831692	1046	0.1051
TCGA-AF-2689-10A-01D-0819-01	17	75833402	75946349	57	0.3951
TCGA-AF-2689-10A-01D-0819-01	17	75949641	76727758	415	0.1074
TCGA-AF-2689-10A-01D-0819-01	17	76728036	76749752	8	0.8788
TCGA-AF-2689-10A-01D-0819-01	17	76756856	77052312	107	0.1246
TCGA-AF-2689-10A-01D-0819-01	17	77052327	77062303	6	0.7893
TCGA-AF-2689-10A-01D-0819-01	17	77066757	77673064	134	0.0947
TCGA-AF-2689-10A-01D-0819-01	17	77676845	77812357	58	0.4187
TCGA-AF-2689-10A-01D-0819-01	17	77812629	78531117	364	0.0424
TCGA-AF-2689-10A-01D-0819-01	17	78531661	78643088	56	0.3189
TCGA-AF-2689-10A-01D-0819-01	18	1543	450565	299	0.0561
TCGA-AF-2689-10A-01D-0819-01	18	451778	487729	30	0.2883
