GeneSymbol	Chromosome	Strand	txStarts	txEnds	MappingID	TotalMappingNumber	AbnormalMerge	OverlapWith
SRC	CHR20	+	35973087	36033821	1	1	N	
BLCAP	CHR20	-	36145818	36156333	1	1	N	
NNAT	CHR20	+	36149606	36152090	1	1	N	
LINC00489	CHR20	-	36247699	36251521	1	1	N	
LOC100287792	CHR20	+	36305311	36311636	1	1	N	
CTNNBL1	CHR20	+	36322433	36500520	1	1	N	
VSTM2L	CHR20	+	36531498	36573747	1	1	N	
TTI1	CHR20	-	36611422	36661833	1	1	N	
RPRD1B	CHR20	+	36661947	36720766	1	1	N	
TGM2	CHR20	-	36756863	36793700	1	1	N	
KIAA1755	CHR20	-	36838906	36889174	1	1	N	
BPI	CHR20	+	36932551	36965905	1	1	N	
LBP	CHR20	+	36974813	37005653	1	1	N	
LOC388796	CHR20	-	37049238	37064018	1	1	N	SNORA71A CHR20 - 37055948 37056086;SNORA71B CHR20 - 37053842 37053978;SNORA71C CHR20 - 37058309 37058447;SNORA71D CHR20 - 37062504 37062642;
SNORA71B	CHR20	-	37053842	37053978	1	1	N	LOC388796 CHR20 - 37049238 37064018;
SNORA71A	CHR20	-	37055948	37056086	1	1	N	LOC388796 CHR20 - 37049238 37064018;
SNORA71C	CHR20	-	37058309	37058447	1	1	N	LOC388796 CHR20 - 37049238 37064018;
SNORA71D	CHR20	-	37062504	37062642	1	1	N	LOC388796 CHR20 - 37049238 37064018;
SNHG11	CHR20	+	37075296	37079564	1	1	N	SNORA39 CHR20 + 37076725 37076861;SNORA60 CHR20 + 37078011 37078147;
SNORA39	CHR20	+	37076725	37076861	1	1	N	SNHG11 CHR20 + 37075296 37079564;
SNORA60	CHR20	+	37078011	37078147	1	1	N	SNHG11 CHR20 + 37075296 37079564;
RALGAPB	CHR20	+	37101485	37207504	1	1	N	
ADIG	CHR20	+	37209837	37217104	1	1	N	
ARHGAP40	CHR20	+	37230576	37279295	1	1	N	
SLC32A1	CHR20	+	37353104	37358015	1	1	N	
ACTR5	CHR20	+	37377096	37401089	1	1	N	
PPP1R16B	CHR20	+	37434347	37551667	1	1	N	
FAM83D	CHR20	+	37554954	37581703	1	1	N	
DHX35	CHR20	+	37590980	37668366	1	1	N	
LOC339568	CHR20	-	37842423	37853391	1	1	N	
MAFB	CHR20	-	39314516	39317876	1	1	N	
TOP1	CHR20	+	39657461	39753126	1	1	N	
PLCG1	CHR20	+	39766160	39804357	1	1	N	
ZHX3	CHR20	-	39807088	39928739	1	1	N	
LPIN3	CHR20	+	39969559	39989222	1	1	N	
EMILIN3	CHR20	-	39988605	39995498	1	1	N	
CHD6	CHR20	-	40031169	40247133	1	1	N	
PTPRT	CHR20	-	40701391	41818557	1	1	N	
SRSF6	CHR20	+	42086503	42092244	1	1	N	
L3MBTL1	CHR20	+	42136319	42170535	1	1	N	
SGK2	CHR20	+	42187634	42214273	1	1	N	
IFT52	CHR20	+	42219578	42275862	1	1	N	
MYBL2	CHR20	+	42295708	42345122	1	1	N	
GTSF1L	CHR20	-	42354800	42355642	1	1	N	
TOX2	CHR20	+	42543491	42698254	1	1	N	
JPH2	CHR20	-	42740336	42816218	1	1	N	
C20orf111	CHR20	-	42824580	42839546	1	1	N	
LOC100505783	CHR20	+	42839599	42854667	1	1	N	
GDAP1L1	CHR20	+	42875738	42909557	1	1	N	
FITM2	CHR20	-	42935196	42939889	1	1	N	
R3HDML	CHR20	+	42965625	42979875	1	1	N	
HNF4A	CHR20	+	42984440	43061485	1	1	N	MIR3646 CHR20 + 43036759 43036843;
MIR3646	CHR20	+	43036759	43036843	1	1	N	HNF4A CHR20 + 42984440 43061485;
TTPAL	CHR20	+	43104525	43123244	1	1	N	
SERINC3	CHR20	-	43124863	43150726	1	1	N	
PKIG	CHR20	+	43160435	43247678	1	1	N	
ADA	CHR20	-	43248162	43280376	1	1	N	
LOC79015	CHR20	-	43285091	43300380	1	1	N	
WISP2	CHR20	+	43343884	43356452	1	1	N	
KCNK15	CHR20	+	43374487	43380954	1	1	N	
RIMS4	CHR20	-	43380444	43438979	1	1	N	
YWHAB	CHR20	+	43514343	43537161	1	1	N	
PABPC1L	CHR20	+	43538702	43567962	1	1	N	
TOMM34	CHR20	-	43570770	43589114	1	1	N	
STK4-AS1	CHR20	-	43592439	43595099	1	1	N	
STK4	CHR20	+	43595119	43708593	1	1	N	
KCNS1	CHR20	-	43720949	43729753	1	1	N	
WFDC5	CHR20	-	43738092	43743813	1	1	N	
WFDC12	CHR20	-	43752066	43753106	1	1	N	
PI3	CHR20	+	43803539	43805185	1	1	N	
SEMG1	CHR20	+	43835637	43838414	1	1	N	
SEMG2	CHR20	+	43850009	43853099	1	1	N	
SLPI	CHR20	-	43880878	43883206	1	1	N	
MATN4	CHR20	-	43922086	43936967	1	1	N	
RBPJL	CHR20	+	43935490	43946464	1	1	N	
SDC4	CHR20	-	43953928	43977064	1	1	N	
SYS1	CHR20	+	43990576	44005442	1	1	N	SYS1-DBNDD2 CHR20 + 43991808 44039250;
SYS1-DBNDD2	CHR20	+	43991808	44039250	1	1	N	DBNDD2 CHR20 + 44034632 44039250;SYS1 CHR20 + 43990576 44005442;
TP53TG5	CHR20	-	44002519	44006957	1	1	N	
DBNDD2	CHR20	+	44034632	44039250	1	1	N	SYS1-DBNDD2 CHR20 + 43991808 44039250;
PIGT	CHR20	+	44044706	44054885	1	1	N	
WFDC2	CHR20	+	44098393	44110172	1	1	N	
SPINT3	CHR20	-	44141100	44144264	1	1	N	
WFDC6	CHR20	-	44162835	44168134	1	1	N	EPPIN-WFDC6 CHR20 - 44164918 44176065;
EPPIN-WFDC6	CHR20	-	44164918	44176065	1	1	N	EPPIN CHR20 - 44169264 44176065;WFDC6 CHR20 - 44162835 44168134;
EPPIN	CHR20	-	44169264	44176065	1	1	N	EPPIN-WFDC6 CHR20 - 44164918 44176065;
WFDC8	CHR20	-	44179790	44207965	1	1	N	
WFDC9	CHR20	-	44236577	44259907	1	1	N	
WFDC10A	CHR20	+	44258384	44259831	1	1	N	
WFDC11	CHR20	-	44277201	44298878	1	1	N	
WFDC10B	CHR20	-	44313289	44333658	1	1	N	
WFDC13	CHR20	+	44330654	44337456	1	1	N	
SPINT4	CHR20	+	44350987	44354335	1	1	N	
WFDC3	CHR20	-	44402846	44420547	1	1	N	
DNTTIP1	CHR20	+	44420575	44440066	1	1	N	
UBE2C	CHR20	+	44441254	44445596	1	1	N	
TNNC2	CHR20	-	44451854	44455953	1	1	N	
SNX21	CHR20	+	44462469	44471914	1	1	N	
ACOT8	CHR20	-	44470359	44486048	1	1	N	
ZSWIM3	CHR20	+	44486219	44507769	1	1	N	
ZSWIM1	CHR20	+	44509847	44513905	1	1	N	
SPATA25	CHR20	-	44515129	44516238	1	1	N	
NEURL2	CHR20	-	44517266	44519901	1	1	N	
CTSA	CHR20	+	44519590	44527458	1	1	N	
PLTP	CHR20	-	44527258	44541003	1	1	N	
PCIF1	CHR20	+	44563316	44576662	1	1	N	
ZNF335	CHR20	-	44577291	44600833	1	1	N	
MMP9	CHR20	+	44637546	44645200	1	1	N	
SLC12A5	CHR20	+	44650328	44688789	1	1	N	
NCOA5	CHR20	-	44689625	44718580	1	1	N	
CD40	CHR20	+	44746905	44758384	1	1	N	
CDH22	CHR20	-	44802375	44880334	1	1	N	
SLC35C2	CHR20	-	44978176	44993064	1	1	N	
ELMO2	CHR20	-	44994689	45035271	1	1	N	
ZNF663	CHR20	-	45085131	45086282	1	1	N	
MKRN7P	CHR20	-	45092298	45093931	1	1	N	
ZNF334	CHR20	-	45128268	45142198	1	1	N	
OCSTAMP	CHR20	-	45169584	45179213	1	1	N	
SLC13A3	CHR20	-	45186461	45313124	1	1	N	TP53RK CHR20 - 45313003 45318276;
TP53RK	CHR20	-	45313003	45318276	1	1	N	SLC13A3 CHR20 - 45186461 45313124;
SLC2A10	CHR20	+	45338278	45364985	1	1	N	
EYA2	CHR20	+	45523262	45817492	1	1	N	MIR3616 CHR20 + 45795608 45795700;
MIR3616	CHR20	+	45795608	45795700	1	1	N	EYA2 CHR20 + 45523262 45817492;
ZMYND8	CHR20	-	45838380	45985474	1	1	N	
LOC100131496	CHR20	+	45947245	45949498	1	1	N	
NCOA3	CHR20	+	46130600	46285621	1	1	N	
SULF2	CHR20	-	46286149	46415360	1	1	N	
LINC00494	CHR20	+	46988653	46999381	1	1	N	
PREX1	CHR20	-	47240792	47444420	1	1	N	
ARFGEF2	CHR20	+	47538274	47653230	1	1	N	
CSE1L	CHR20	+	47662782	47713497	1	1	N	
STAU1	CHR20	-	47729875	47804904	1	1	N	
DDX27	CHR20	+	47835831	47860614	1	1	N	
ZNFX1	CHR20	-	47862438	47894756	1	1	N	
ZNFX1-AS1	CHR20	+	47894714	47905795	1	1	N	SNORD12 CHR20 + 47897219 47897309;SNORD12B CHR20 + 47896849 47896952;SNORD12C CHR20 + 47895481 47895560;
SNORD12C	CHR20	+	47895481	47895560	1	1	N	ZNFX1-AS1 CHR20 + 47894714 47905795;
SNORD12B	CHR20	+	47896849	47896952	1	1	N	ZNFX1-AS1 CHR20 + 47894714 47905795;
SNORD12	CHR20	+	47897219	47897309	1	1	N	ZNFX1-AS1 CHR20 + 47894714 47905795;
KCNB1	CHR20	-	47988504	48099181	1	1	N	
PTGIS	CHR20	-	48120410	48184707	1	1	N	
B4GALT5	CHR20	-	48249482	48330421	1	1	N	
SLC9A8	CHR20	+	48429249	48508779	1	1	N	
SPATA2	CHR20	-	48519928	48532080	1	1	N	
RNF114	CHR20	+	48552913	48570422	1	1	N	
SNAI1	CHR20	+	48599512	48605420	1	1	N	
LINC00651	CHR20	-	48657243	48658166	1	1	N	
TMEM189-UBE2V1	CHR20	-	48697660	48770335	1	1	N	TMEM189 CHR20 - 48740273 48770335;UBE2V1 CHR20 - 48697660 48732496;
UBE2V1	CHR20	-	48697660	48732496	1	1	N	TMEM189-UBE2V1 CHR20 - 48697660 48770335;
TMEM189	CHR20	-	48740273	48770335	1	1	N	TMEM189-UBE2V1 CHR20 - 48697660 48770335;
CEBPB	CHR20	+	48807119	48809227	1	1	N	
LOC284751	CHR20	+	48909256	48931456	1	1	N	
PTPN1	CHR20	+	49126890	49201086	1	1	N	
MIR645	CHR20	+	49202322	49202416	1	1	N	
FAM65C	CHR20	-	49202646	49253426	1	1	N	
PARD6B	CHR20	+	49348080	49370278	1	1	N	
BCAS4	CHR20	+	49411466	49493714	1	1	N	
ADNP	CHR20	-	49506882	49547527	1	1	N	
DPM1	CHR20	-	49551404	49575060	1	1	N	
MOCS3	CHR20	+	49575362	49577820	1	1	N	
KCNG1	CHR20	-	49620192	49639675	1	1	N	
NFATC2	CHR20	-	50003493	50179370	1	1	N	MIR3194 CHR20 - 50069441 50069514;
MIR3194	CHR20	-	50069441	50069514	1	1	N	NFATC2 CHR20 - 50003493 50179370;
ATP9A	CHR20	-	50213313	50384908	1	1	N	
SALL4	CHR20	-	50400582	50419048	1	1	N	
ZFP64	CHR20	-	50700549	50808524	1	1	N	
TSHZ2	CHR20	+	51588945	52111869	1	1	N	
ZNF217	CHR20	-	52183609	52199636	1	1	N	
SUMO1P1	CHR20	-	52491039	52492248	1	1	N	
BCAS1	CHR20	-	52560078	52687304	1	1	N	MIR4756 CHR20 - 52684946 52685024;
MIR4756	CHR20	-	52684946	52685024	1	1	N	BCAS1 CHR20 - 52560078 52687304;
CYP24A1	CHR20	-	52769987	52790516	1	1	N	
PFDN4	CHR20	+	52824501	52836492	1	1	N	
DOK5	CHR20	+	53092265	53267710	1	1	N	
CBLN4	CHR20	-	54572412	54580528	1	1	N	
MC3R	CHR20	+	54823787	54824871	1	1	N	
FAM210B	CHR20	+	54933982	54943718	1	1	N	
AURKA	CHR20	-	54944444	54967351	1	1	N	
CSTF1	CHR20	+	54967426	54979582	1	1	N	
CASS4	CHR20	+	54987167	55034396	1	1	N	
C20orf43	CHR20	+	55043646	55093942	1	1	N	
GCNT7	CHR20	-	55066547	55100981	1	1	N	
FAM209A	CHR20	+	55099784	55101208	1	1	N	
FAM209B	CHR20	+	55108301	55111576	1	1	N	
TFAP2C	CHR20	+	55204357	55214338	1	1	N	
BMP7	CHR20	-	55743808	55841707	1	1	N	
MIR4325	CHR20	-	55896557	55896647	1	1	N	
SPO11	CHR20	+	55904830	55919049	1	1	N	MIR5095 CHR20 + 55913212 55998278;
MIR5095	CHR20	+	55913212	55998278	1	1	N	RAE1 CHR20 + 55926144 55953519;RBM38 CHR20 + 55966453 55984386;SPO11 CHR20 + 55904830 55919049;
RAE1	CHR20	+	55926144	55953519	1	1	N	MIR5095 CHR20 + 55913212 55998278;
MTRNR2L3	CHR20	-	55933495	55934878	1	1	N	
RBM38	CHR20	+	55966453	55984386	1	1	N	MIR5095 CHR20 + 55913212 55998278;
CTCFL	CHR20	-	56071020	56100708	1	1	N	
PCK1	CHR20	+	56136136	56141513	1	1	N	
ZBP1	CHR20	-	56178901	56195632	1	1	N	
PMEPA1	CHR20	-	56223447	56286592	1	1	N	
MIR4532	CHR20	+	56470449	56470500	1	1	N	
C20orf85	CHR20	+	56725982	56736183	1	1	N	
PPP4R1L	CHR20	-	56807832	56884495	1	1	N	
RAB22A	CHR20	+	56884770	56942563	1	1	N	
VAPB	CHR20	+	56964174	57026156	1	1	N	
APCDD1L	CHR20	-	57034425	57089949	1	1	N	
APCDD1L-AS1	CHR20	+	57090434	57194948	1	1	N	
STX16	CHR20	+	57226308	57254582	1	1	N	STX16-NPEPL1 CHR20 + 57226308 57290900;
STX16-NPEPL1	CHR20	+	57226308	57290900	1	1	N	NPEPL1 CHR20 + 57264186 57290900;STX16 CHR20 + 57226308 57254582;
NPEPL1	CHR20	+	57264186	57290900	1	1	N	STX16-NPEPL1 CHR20 + 57226308 57290900;
MIR296	CHR20	-	57392669	57392749	1	1	N	
MIR298	CHR20	-	57393280	57393368	1	1	N	
GNAS-AS1	CHR20	-	57393972	57425958	1	1	N	
GNAS	CHR20	+	57414794	57486250	1	1	N	
TH1L	CHR20	+	57556262	57570188	1	1	N	
CTSZ	CHR20	-	57570241	57582309	1	1	N	
TUBB1	CHR20	+	57594308	57601709	1	1	N	
ATP5E	CHR20	-	57603732	57607422	1	1	N	SLMO2-ATP5E CHR20 - 57603732 57617901;
SLMO2-ATP5E	CHR20	-	57603732	57617901	1	1	N	ATP5E CHR20 - 57603732 57607422;SLMO2 CHR20 - 57608199 57617901;
SLMO2	CHR20	-	57608199	57617901	1	1	N	SLMO2-ATP5E CHR20 - 57603732 57617901;
ZNF831	CHR20	+	57766074	57834167	1	1	N	
EDN3	CHR20	+	57875498	57901047	1	1	N	
PHACTR3	CHR20	+	58152563	58422766	1	1	N	
LOC100506384	CHR20	-	58201518	58203344	1	1	N	
SYCP2	CHR20	-	58438617	58507209	1	1	N	
FAM217B	CHR20	+	58508818	58523702	1	1	N	
PPP1R3D	CHR20	-	58511886	58515352	1	1	N	
CDH26	CHR20	+	58533470	58588168	1	1	N	
C20orf197	CHR20	+	58630979	58648008	1	1	N	
LOC284757	CHR20	+	58713547	58897314	1	1	N	
MIR4533	CHR20	+	59053168	59053239	1	1	N	
CDH4	CHR20	+	59827481	60515673	1	1	N	
MIR1257	CHR20	-	60528601	60528718	1	1	N	
TAF4	CHR20	-	60549853	60640866	1	1	N	
LSM14B	CHR20	+	60697516	60710434	1	1	N	
PSMA7	CHR20	-	60711782	60718514	1	1	N	
SS18L1	CHR20	+	60718821	60757566	1	1	N	
GTPBP5	CHR20	+	60758080	60777810	1	1	N	
HRH3	CHR20	-	60790016	60795323	1	1	N	
OSBPL2	CHR20	+	60813579	60871269	1	1	N	
ADRM1	CHR20	+	60878026	60883918	1	1	N	
LAMA5	CHR20	-	60884120	60942368	1	1	N	MIR4758 CHR20 - 60907542 60907613;
MIR4758	CHR20	-	60907542	60907613	1	1	N	LAMA5 CHR20 - 60884120 60942368;
RPS21	CHR20	+	60962120	60963576	1	1	N	
CABLES2	CHR20	-	60963685	60982339	1	1	N	
C20orf151	CHR20	-	60985292	61002629	1	1	N	
GATA5	CHR20	-	61038552	61051026	1	1	N	
C20orf166-AS1	CHR20	-	61141437	61148768	1	1	N	
C20orf166	CHR20	+	61147659	61167971	1	1	N	MIR1-1 CHR20 + 61151512 61151583;MIR133A2 CHR20 + 61162118 61162220;
MIR1-1	CHR20	+	61151512	61151583	1	1	N	C20orf166 CHR20 + 61147659 61167971;
MIR133A2	CHR20	+	61162118	61162220	1	1	N	C20orf166 CHR20 + 61147659 61167971;
SLCO4A1	CHR20	+	61273796	61303647	1	1	N	
LOC100127888	CHR20	-	61294378	61297973	1	1	N	
NTSR1	CHR20	+	61340188	61394123	1	1	N	
LINC00659	CHR20	-	61405472	61408208	1	1	N	
C20orf20	CHR20	+	61427804	61431945	1	1	N	
OGFR	CHR20	+	61436176	61445352	1	1	N	
COL9A3	CHR20	+	61448413	61472511	1	1	N	
TCFL5	CHR20	-	61472466	61493115	1	1	N	
DPH3P1	CHR20	+	61476475	61477543	1	1	N	
DIDO1	CHR20	-	61509089	61569304	1	1	N	
GID8	CHR20	+	61569440	61579827	1	1	N	
SLC17A9	CHR20	+	61583998	61599949	1	1	N	
BHLHE23	CHR20	-	61637330	61638387	1	1	N	
LOC63930	CHR20	+	61640734	61716423	1	1	N	LOC100144597 CHR20 + 61669362 61685215;
LINC00029	CHR20	-	61665568	61668380	1	1	N	
LOC100144597	CHR20	+	61669362	61685215	1	1	N	LOC63930 CHR20 + 61640734 61716423;
HAR1B	CHR20	-	61726844	61733671	1	1	N	
HAR1A	CHR20	+	61732643	61735737	1	1	N	
MIR124-3	CHR20	+	61809851	61809938	1	1	N	
YTHDF1	CHR20	-	61826781	61847538	1	1	N	
BIRC7	CHR20	+	61867275	61871854	1	1	N	MIR3196 CHR20 + 61870130 61870194;
MIR3196	CHR20	+	61870130	61870194	1	1	N	BIRC7 CHR20 + 61867275 61871854;
NKAIN4	CHR20	-	61872135	61885892	1	1	N	
FLJ16779	CHR20	+	61885329	61892967	1	1	N	
ARFGAP1	CHR20	+	61904164	61921142	1	1	N	MIR4326 CHR20 + 61918159 61918218;
MIR4326	CHR20	+	61918159	61918218	1	1	N	ARFGAP1 CHR20 + 61904164 61921142;
COL20A1	CHR20	+	61924537	61962285	1	1	N	
CHRNA4	CHR20	-	61974661	61992748	1	1	N	
KCNQ2	CHR20	-	62037541	62103993	1	1	N	
EEF1A2	CHR20	-	62119364	62130668	1	1	N	
PPDPF	CHR20	+	62152132	62153524	1	1	N	
PTK6	CHR20	-	62159775	62168723	1	1	N	
SRMS	CHR20	-	62172162	62178857	1	1	N	
C20orf195	CHR20	+	62184372	62188035	1	1	N	
PRIC285	CHR20	-	62189438	62205592	1	1	N	
GMEB2	CHR20	-	62218954	62258381	1	1	N	
STMN3	CHR20	-	62271060	62284780	1	1	N	
RTEL1	CHR20	+	62289162	62327606	1	1	N	RTEL1-TNFRSF6B CHR20 + 62289162 62330051;
RTEL1-TNFRSF6B	CHR20	+	62289162	62330051	1	1	N	RTEL1 CHR20 + 62289162 62327606;TNFRSF6B CHR20 + 62328003 62330051;
TNFRSF6B	CHR20	+	62328003	62330051	1	1	N	RTEL1-TNFRSF6B CHR20 + 62289162 62330051;
ARFRP1	CHR20	-	62329994	62339365	1	1	N	
ZGPAT	CHR20	+	62338793	62367494	1	1	N	
LIME1	CHR20	+	62367977	62370460	1	1	N	
SLC2A4RG	CHR20	+	62371210	62375403	1	1	N	
ZBTB46	CHR20	-	62375020	62436856	1	1	N	
ABHD16B	CHR20	+	62492565	62494341	1	1	N	
TPD52L2	CHR20	+	62496580	62522898	1	1	N	
DNAJC5	CHR20	+	62526454	62567384	1	1	N	MIR941-1 CHR20 + 62550777 62550894;MIR941-2 CHR20 + 62551084 62551313;MIR941-3 CHR20 + 62550833 62551201;MIR941-4 CHR20 + 62550836 62551313;
MIR941-1	CHR20	+	62550777	62550894	1	1	N	DNAJC5 CHR20 + 62526454 62567384;MIR941-3 CHR20 + 62550833 62551201;MIR941-4 CHR20 + 62550836 62551313;
MIR941-3	CHR20	+	62550833	62551201	1	1	Y	DNAJC5 CHR20 + 62526454 62567384;MIR941-1 CHR20 + 62550777 62550894;MIR941-2 CHR20 + 62551084 62551313;MIR941-4 CHR20 + 62550836 62551313;
MIR941-4	CHR20	+	62550836	62551313	1	1	Y	DNAJC5 CHR20 + 62526454 62567384;MIR941-1 CHR20 + 62550777 62550894;MIR941-2 CHR20 + 62551084 62551313;MIR941-3 CHR20 + 62550833 62551201;
MIR941-2	CHR20	+	62551084	62551313	1	1	N	DNAJC5 CHR20 + 62526454 62567384;MIR941-3 CHR20 + 62550833 62551201;MIR941-4 CHR20 + 62550836 62551313;
UCKL1	CHR20	-	62571181	62587800	1	1	N	MIR1914 CHR20 - 62572817 62572897;MIR647 CHR20 - 62573983 62574079;
MIR1914	CHR20	-	62572817	62572897	1	1	N	UCKL1 CHR20 - 62571181 62587800;
MIR647	CHR20	-	62573983	62574079	1	1	N	UCKL1 CHR20 - 62571181 62587800;
UCKL1-AS1	CHR20	+	62584736	62588338	1	1	N	
ZNF512B	CHR20	-	62588054	62601218	1	1	N	
SAMD10	CHR20	-	62605465	62610995	1	1	N	
PRPF6	CHR20	+	62612430	62664453	1	1	N	
LINC00176	CHR20	+	62665696	62671315	1	1	N	
SOX18	CHR20	-	62679078	62680979	1	1	N	
TCEA2	CHR20	+	62688438	62703700	1	1	N	
RGS19	CHR20	-	62704534	62711324	1	1	N	
OPRL1	CHR20	+	62711470	62731996	1	1	N	
C20orf201	CHR20	-	62714732	62715712	1	1	N	
NPBWR2	CHR20	-	62737182	62738184	1	1	N	
MYT1	CHR20	+	62795826	62873606	1	1	N	
PCMTD2	CHR20	+	62887047	62907579	1	1	N	
LINC00266-1	CHR20	+	62921737	62934707	1	1	N	
MIR3648	CHR21	+	9825831	9826011	1	1	N	
MIR3687	CHR21	+	9826202	9826263	1	1	N	
TEKT4P2	CHR21	-	9907188	9968593	1	1	N	
TPTE	CHR21	-	10906742	10990920	1	1	N	
BAGE2	CHR21	-	11020841	11098925	1	1	N	BAGE CHR21 - 11057795 11098937;BAGE3 CHR21 - 11020841 11098925;BAGE4 CHR21 - 11020841 11098925;BAGE5 CHR21 - 11020841 11098925;
BAGE3	CHR21	-	11020841	11098925	1	1	N	BAGE CHR21 - 11057795 11098937;BAGE2 CHR21 - 11020841 11098925;BAGE4 CHR21 - 11020841 11098925;BAGE5 CHR21 - 11020841 11098925;
BAGE4	CHR21	-	11020841	11098925	1	1	N	BAGE CHR21 - 11057795 11098937;BAGE2 CHR21 - 11020841 11098925;BAGE3 CHR21 - 11020841 11098925;BAGE5 CHR21 - 11020841 11098925;
BAGE5	CHR21	-	11020841	11098925	1	1	N	BAGE CHR21 - 11057795 11098937;BAGE2 CHR21 - 11020841 11098925;BAGE3 CHR21 - 11020841 11098925;BAGE4 CHR21 - 11020841 11098925;
BAGE	CHR21	-	11057795	11098937	1	1	N	BAGE2 CHR21 - 11020841 11098925;BAGE3 CHR21 - 11020841 11098925;BAGE4 CHR21 - 11020841 11098925;BAGE5 CHR21 - 11020841 11098925;
ANKRD30BP2	CHR21	+	14410486	14490571	1	1	N	
MIR3156-3	CHR21	-	14778704	14778781	1	1	N	
POTED	CHR21	+	14982497	15013906	1	1	N	
C21orf15	CHR21	-	15215453	15220685	1	1	N	
ANKRD20A11P	CHR21	-	15316095	15352765	1	1	N	
LIPI	CHR21	-	15481134	15579254	1	1	N	
RBM11	CHR21	+	15588465	15600693	1	1	N	
ABCC13	CHR21	+	15646119	15673692	1	1	N	
HSPA13	CHR21	-	15743436	15755509	1	1	N	
SAMSN1	CHR21	-	15857548	15955723	1	1	N	
SAMSN1-AS1	CHR21	+	15954522	15970624	1	1	N	
LOC388813	CHR21	-	15964483	16015428	1	1	N	
NRIP1	CHR21	-	16333555	16437126	1	1	N	
USP25	CHR21	+	17102495	17252377	1	1	N	
LINC00478	CHR21	+	17442841	17982094	1	1	N	MIR125B2 CHR21 + 17962556 17962645;MIR99A CHR21 + 17911408 17911489;MIRLET7C CHR21 + 17912147 17912231;
MIR99A	CHR21	+	17911408	17911489	1	1	N	LINC00478 CHR21 + 17442841 17982094;
MIRLET7C	CHR21	+	17912147	17912231	1	1	N	LINC00478 CHR21 + 17442841 17982094;
MIR125B2	CHR21	+	17962556	17962645	1	1	N	LINC00478 CHR21 + 17442841 17982094;
C21orf37	CHR21	+	18811207	18821503	1	1	N	
CXADR	CHR21	+	18885223	18965897	1	1	N	
BTG3	CHR21	-	18965967	18985268	1	1	N	
C21orf91-OT1	CHR21	-	19149720	19164826	1	1	N	C21orf91 CHR21 - 19161283 19191703;
C21orf91	CHR21	-	19161283	19191703	1	1	N	C21orf91-OT1 CHR21 - 19149720 19164826;
CHODL-AS1	CHR21	-	19207988	19257925	1	1	N	
CHODL	CHR21	+	19289656	19639687	1	1	N	
TMPRSS15	CHR21	-	19641432	19775970	1	1	N	
LINC00320	CHR21	-	22114912	22175426	1	1	N	
NCAM2	CHR21	+	22370632	22912517	1	1	N	RNU6-67 CHR21 + 22657821 22658102;
RNU6-67	CHR21	+	22657821	22658102	1	1	N	NCAM2 CHR21 + 22370632 22912517;
LINC00317	CHR21	-	23095612	23109639	1	1	N	
LINC00308	CHR21	+	23470935	23488847	1	1	N	
D21S2088E	CHR21	-	24733425	24757156	1	1	N	
LOC339622	CHR21	+	26212863	26430056	1	1	N	
LINC00158	CHR21	-	26758132	26804013	1	1	N	
MIR155HG	CHR21	+	26934456	26947480	1	1	N	MIR155 CHR21 + 26946291 26946356;
MIR155	CHR21	+	26946291	26946356	1	1	N	MIR155HG CHR21 + 26934456 26947480;
LINC00515	CHR21	-	26955086	26955536	1	1	N	
MRPL39	CHR21	-	26957967	26979801	1	1	N	
JAM2	CHR21	+	27011593	27089874	1	1	N	
ATP5J	CHR21	-	27096790	27107965	1	1	N	
GABPA	CHR21	+	27107257	27144771	1	1	N	
APP	CHR21	-	27252860	27543446	1	1	N	
CYYR1	CHR21	-	27838527	27945581	1	1	N	
ADAMTS1	CHR21	-	28208605	28217728	1	1	N	
ADAMTS5	CHR21	-	28290230	28339439	1	1	N	
MIR4759	CHR21	+	28326279	28326362	1	1	N	
MIR5009	CHR21	-	28659821	29283529	1	1	N	
LINC00113	CHR21	+	29094697	29123552	1	1	N	
LINC00314	CHR21	+	29385681	29395528	1	1	N	
LINC00161	CHR21	+	29911639	29912677	1	1	N	
N6AMT1	CHR21	-	30244512	30257695	1	1	N	
LTN1	CHR21	-	30300465	30365277	1	1	N	
RWDD2B	CHR21	-	30378079	30391685	1	1	N	
USP16	CHR21	+	30396937	30426807	1	1	N	
CCT8	CHR21	-	30428647	30446010	1	1	N	
C21orf7	CHR21	+	30452872	30548202	1	1	N	
LINC00189	CHR21	+	30565814	30660526	1	1	N	
BACH1	CHR21	+	30671219	30734217	1	1	N	
GRIK1	CHR21	-	30909253	31312282	1	1	N	
GRIK1-AS2	CHR21	+	30968359	31003067	1	1	N	
GRIK1-AS1	CHR21	+	31120493	31136325	1	1	N	
CLDN17	CHR21	-	31538240	31538971	1	1	N	
LINC00307	CHR21	-	31581468	31584101	1	1	N	
CLDN8	CHR21	-	31586323	31588469	1	1	N	
KRTAP24-1	CHR21	-	31653626	31655276	1	1	N	
KRTAP25-1	CHR21	-	31661462	31661832	1	1	N	
KRTAP26-1	CHR21	-	31691449	31692607	1	1	N	
KRTAP27-1	CHR21	-	31709330	31710012	1	1	N	
KRTAP23-1	CHR21	-	31720716	31720924	1	1	N	
KRTAP13-2	CHR21	-	31743708	31744557	1	1	N	
MIR4327	CHR21	-	31747611	31747696	1	1	N	
KRTAP13-1	CHR21	+	31768391	31769138	1	1	N	
