GeneSymbol	Chromosome	Strand	txStarts	txEnds	MappingID	TotalMappingNumber	AbnormalMerge	OverlapWith
KIAA0930	CHR22	-	43966786	44015314	1	1	N	MIR1249 CHR22 - 43975498 43975564;
MIR1249	CHR22	-	43975498	43975564	1	1	N	KIAA0930 CHR22 - 43966786 44015314;
UPK3A	CHR22	+	44059531	44070419	1	1	N	
FAM118A	CHR22	+	44083744	44116500	1	1	N	
SMC1B	CHR22	-	44118608	44188164	1	1	N	
RIBC2	CHR22	+	44188237	44206959	1	1	N	
FBLN1	CHR22	+	44277382	44375678	1	1	N	
ATXN10	CHR22	+	44446341	44619851	1	1	N	MIR4762 CHR22 + 44535067 44535142;
MIR4762	CHR22	+	44535067	44535142	1	1	N	ATXN10 CHR22 + 44446341 44619851;
WNT7B	CHR22	-	44694911	44751672	1	1	N	
LOC730668	CHR22	+	44781159	44785321	1	1	N	
LOC100271722	CHR22	-	44814450	44819412	1	1	N	
C22orf26	CHR22	-	44825002	44828688	1	1	N	
LOC150381	CHR22	+	44828389	44833066	1	1	N	
MIRLET7BHG	CHR22	+	44860540	44888472	1	1	N	MIR3619 CHR22 + 44865587 44865670;MIR4763 CHR22 + 44888109 44888201;MIRLET7A3 CHR22 + 44887292 44887366;MIRLET7B CHR22 + 44888229 44888312;
MIR3619	CHR22	+	44865587	44865670	1	1	N	MIRLET7BHG CHR22 + 44860540 44888472;
MIRLET7A3	CHR22	+	44887292	44887366	1	1	N	MIRLET7BHG CHR22 + 44860540 44888472;
MIR4763	CHR22	+	44888109	44888201	1	1	N	MIRLET7BHG CHR22 + 44860540 44888472;
MIRLET7B	CHR22	+	44888229	44888312	1	1	N	MIRLET7BHG CHR22 + 44860540 44888472;
PPARA	CHR22	+	44925162	45018317	1	1	N	
CDPF1	CHR22	-	45018573	45024857	1	1	N	
PKDREJ	CHR22	-	45030223	45037883	1	1	N	
TTC38	CHR22	+	45042524	45068569	1	1	N	
CN5H6.4	CHR22	-	45069703	45071221	1	1	N	
GTSE1	CHR22	+	45071301	45105371	1	1	N	
TRMU	CHR22	+	45109961	45131901	1	1	N	
CELSR1	CHR22	-	45135394	45311731	1	1	N	
GRAMD4	CHR22	+	45401321	45454352	1	1	N	
CERK	CHR22	-	45458970	45512816	1	1	N	
TBC1D22A	CHR22	+	45537181	45950006	1	1	N	
FLJ46257	CHR22	-	46395455	46405982	1	1	N	
MIR3201	CHR22	+	47048839	47048891	1	1	N	
FAM19A5	CHR22	+	47263951	47533750	1	1	N	
LOC284933	CHR22	-	47313375	47321863	1	1	N	
MIR4535	CHR22	+	47562112	47562171	1	1	N	
LOC100128946	CHR22	+	47648585	47680202	1	1	N	
C22orf34	CHR22	-	48399293	48437194	1	1	N	
BRD1	CHR22	-	48552940	48604456	1	1	N	LOC90834 CHR22 - 48557541 48559962;
LOC90834	CHR22	-	48557541	48559962	1	1	N	BRD1 CHR22 - 48552940 48604456;
ZBED4	CHR22	+	48633500	48669730	1	1	N	
ALG12	CHR22	-	48682856	48698110	1	1	N	
CRELD2	CHR22	+	48698286	48707190	1	1	N	
PIM3	CHR22	+	48740146	48743724	1	1	N	
IL17REL	CHR22	-	48775068	48793182	1	1	N	
MLC1	CHR22	-	48839946	48866485	1	1	N	
MOV10L1	CHR22	+	48870561	48942243	1	1	N	
PANX2	CHR22	+	48951286	48960851	1	1	N	
TRABD	CHR22	+	48966486	48980154	1	1	N	
SELO	CHR22	+	48981534	48998172	1	1	N	
TUBGCP6	CHR22	-	48998244	49025527	1	1	N	
HDAC10	CHR22	-	49025739	49031961	1	1	N	
MAPK12	CHR22	-	49033457	49042216	1	1	N	
MAPK11	CHR22	-	49044268	49050906	1	1	N	
PLXNB2	CHR22	-	49055534	49075336	1	1	N	
FAM116B	CHR22	-	49092963	49100010	1	1	N	
PPP6R2	CHR22	+	49128611	49230384	1	1	N	
SBF1	CHR22	-	49230296	49260330	1	1	N	
ADM2	CHR22	+	49266850	49271732	1	1	N	
MIOX	CHR22	+	49272078	49275616	1	1	N	
LMF2	CHR22	-	49288241	49293001	1	1	N	
NCAPH2	CHR22	+	49293510	49310075	1	1	N	
SCO2	CHR22	-	49308862	49311734	1	1	N	TYMP CHR22 - 49311047 49315380;
TYMP	CHR22	-	49311047	49315380	1	1	N	SCO2 CHR22 - 49308862 49311734;
ODF3B	CHR22	-	49315703	49317874	1	1	N	
KLHDC7B	CHR22	+	49333327	49336318	1	1	N	
SYCE3	CHR22	-	49336406	49348194	1	1	N	
CHKB-CPT1B	CHR22	-	49354155	49368294	1	1	N	CHKB CHR22 - 49364252 49368294;CPT1B CHR22 - 49354155 49363962;
CPT1B	CHR22	-	49354155	49363962	1	1	N	CHKB-CPT1B CHR22 - 49354155 49368294;
CHKB	CHR22	-	49364252	49368294	1	1	N	CHKB-CPT1B CHR22 - 49354155 49368294;
LOC100144603	CHR22	+	49368320	49369221	1	1	N	
MAPK8IP2	CHR22	+	49385996	49396845	1	1	N	
ARSA	CHR22	-	49408047	49413467	1	1	N	
SHANK3	CHR22	+	49459935	49518506	1	1	N	
ACR	CHR22	+	49523517	49530593	1	1	N	
RPL23AP82	CHR22	+	49542379	49584931	1	1	N	
RABL2B	CHR22	-	49552785	49568953	1	1	N	
FLJ43315	CHR22_RANDOM	+	139254	183917	1	1	N	
CHL1	CHR3	+	213278	426097	1	1	N	
CNTN6	CHR3	+	1109628	1420278	1	1	N	
CNTN4	CHR3	+	2115549	3074645	1	1	N	
CNTN4-AS2	CHR3	-	2127092	2160925	1	1	N	
IL5RA	CHR3	-	3083007	3127058	1	1	N	
TRNT1	CHR3	+	3143599	3165706	1	1	N	
CRBN	CHR3	-	3166316	3196401	1	1	N	
LRRN1	CHR3	+	3816120	3864387	1	1	N	
SETMAR	CHR3	+	4319987	4333949	1	1	N	
SUMF1	CHR3	-	4377828	4483966	1	1	N	
ITPR1	CHR3	+	4510031	4864524	1	1	N	
EGOT	CHR3	-	4765877	4768274	1	1	N	
LOC100507582	CHR3	-	4914913	4923186	1	1	N	
BHLHE40	CHR3	+	4996096	5001865	1	1	N	
ARL8B	CHR3	+	5138929	5197601	1	1	N	
EDEM1	CHR3	+	5204358	5236650	1	1	N	
MIR4790	CHR3	-	5266861	5266940	1	1	N	
GRM7	CHR3	+	6877801	7758218	1	1	N	
LOC100288428	CHR3	-	8237833	8518344	1	1	N	
LMCD1	CHR3	+	8518510	8584806	1	1	N	
LINC00312	CHR3	+	8588467	8591354	1	1	N	
C3orf32	CHR3	-	8636085	8668764	1	1	N	
CAV3	CHR3	+	8750485	8763451	1	1	N	
OXTR	CHR3	-	8767094	8786300	1	1	N	
RAD18	CHR3	-	8893879	8980159	1	1	N	
SRGAP3	CHR3	-	8997275	9266369	1	1	N	
THUMPD3	CHR3	+	9379716	9403475	1	1	N	
LOC440944	CHR3	-	9405536	9414174	1	1	N	
SETD5	CHR3	+	9414402	9494838	1	1	N	
LHFPL4	CHR3	-	9515044	9570486	1	1	N	
MTMR14	CHR3	+	9666116	9719078	1	1	N	
CPNE9	CHR3	+	9720509	9746592	1	1	N	
BRPF1	CHR3	+	9748433	9764699	1	1	N	
OGG1	CHR3	+	9766627	9783353	1	1	N	
CAMK1	CHR3	-	9774028	9786668	1	1	N	
TADA3	CHR3	-	9796653	9809420	1	1	N	
ARPC4	CHR3	+	9809178	9823789	1	1	N	ARPC4-TTLL3 CHR3 + 9809231 9853040;
ARPC4-TTLL3	CHR3	+	9809231	9853040	1	1	N	ARPC4 CHR3 + 9809178 9823789;TTLL3 CHR3 + 9826643 9853040;
TTLL3	CHR3	+	9826643	9853040	1	1	N	ARPC4-TTLL3 CHR3 + 9809231 9853040;
RPUSD3	CHR3	-	9854532	9860702	1	1	N	
CIDEC	CHR3	-	9883393	9896938	1	1	N	
JAGN1	CHR3	+	9907270	9911031	1	1	N	
IL17RE	CHR3	+	9919295	9933084	1	1	N	
IL17RC	CHR3	+	9933757	9950305	1	1	N	
CRELD1	CHR3	+	9950523	9962097	1	1	N	
PRRT3	CHR3	-	9962225	9969078	1	1	N	
PRRT3-AS1	CHR3	+	9964087	9971471	1	1	N	
EMC3	CHR3	-	9980635	10003522	1	1	N	
LOC401052	CHR3	-	10023101	10027779	1	1	N	
CIDECP	CHR3	-	10034236	10042820	1	1	N	
FANCD2	CHR3	+	10043112	10118614	1	1	N	
C3orf24	CHR3	-	10098003	10124915	1	1	N	
BRK1	CHR3	+	10132332	10143874	1	1	N	
VHL	CHR3	+	10158318	10170354	1	1	N	
IRAK2	CHR3	+	10181562	10260427	1	1	N	
TATDN2	CHR3	+	10265176	10297906	1	1	N	
GHRLOS2	CHR3	+	10301102	10302430	1	1	N	
GHRL	CHR3	-	10302433	10309631	1	1	N	
GHRLOS	CHR3	+	10302437	10310133	1	1	N	
SEC13	CHR3	-	10317614	10337858	1	1	N	
ATP2B2	CHR3	-	10340706	10522268	1	1	N	MIR885 CHR3 - 10411172 10411246;
MIR885	CHR3	-	10411172	10411246	1	1	N	ATP2B2 CHR3 - 10340706 10522268;
LINC00606	CHR3	-	10776168	10780877	1	1	N	
SLC6A11	CHR3	+	10832916	10955146	1	1	N	
SLC6A1	CHR3	+	11009419	11055935	1	1	N	
SLC6A1-AS1	CHR3	-	11022783	11035910	1	1	N	
HRH1	CHR3	+	11153778	11279939	1	1	N	
ATG7	CHR3	+	11289009	11574139	1	1	N	
VGLL4	CHR3	-	11572543	11737220	1	1	N	
TAMM41	CHR3	-	11806918	11863352	1	1	N	
SYN2	CHR3	+	12020861	12208532	1	1	N	
TIMP4	CHR3	-	12169567	12175851	1	1	N	
PPARG	CHR3	+	12304348	12450855	1	1	N	
TSEN2	CHR3	+	12500930	12549820	1	1	N	
LOC100129480	CHR3	-	12556279	12561963	1	1	N	
MKRN2	CHR3	+	12573593	12600210	1	1	N	
RAF1	CHR3	-	12600099	12680700	1	1	N	
TMEM40	CHR3	-	12750391	12775808	1	1	N	
CAND2	CHR3	+	12813170	12851313	1	1	N	
RPL32	CHR3	-	12851443	12858081	1	1	N	SNORA7A CHR3 - 12856810 12856949;
SNORA7A	CHR3	-	12856810	12856949	1	1	N	RPL32 CHR3 - 12851443 12858081;
IQSEC1	CHR3	-	12913541	13089617	1	1	N	
NUP210	CHR3	-	13332736	13436809	1	1	N	
HDAC11	CHR3	+	13496714	13522924	1	1	N	
FBLN2	CHR3	+	13565624	13654923	1	1	N	
LINC00620	CHR3	+	13667221	13763133	1	1	N	
WNT7A	CHR3	-	13835082	13896619	1	1	N	
LOC100132526	CHR3	+	13949553	13953445	1	1	N	
TPRXL	CHR3	+	13953807	14082482	1	1	N	
CHCHD4	CHR3	-	14128577	14141372	1	1	N	
TMEM43	CHR3	+	14141440	14160181	1	1	N	
XPC	CHR3	-	14161648	14195176	1	1	N	
LSM3	CHR3	+	14195231	14214873	1	1	N	
SLC6A6	CHR3	+	14419109	14505861	1	1	N	
GRIP2	CHR3	-	14505622	14558592	1	1	N	
CCDC174	CHR3	+	14668256	14689170	1	1	N	
C3orf20	CHR3	+	14691609	14789547	1	1	N	
FGD5	CHR3	+	14835472	14951076	1	1	N	
FGD5-AS1	CHR3	-	14959289	14964952	1	1	N	
NR2C2	CHR3	+	14964239	15065784	1	1	N	
MRPS25	CHR3	-	15065022	15081820	1	1	N	
ZFYVE20	CHR3	-	15086583	15115659	1	1	N	
COL6A4P1	CHR3	-	15181872	15222470	1	1	N	
CAPN7	CHR3	+	15222736	15269427	1	1	N	
LOC100505696	CHR3	+	15270694	15281009	1	1	N	
SH3BP5	CHR3	-	15270865	15357905	1	1	N	
METTL6	CHR3	-	15426380	15444046	1	1	N	
EAF1	CHR3	+	15444067	15459124	1	1	N	
COLQ	CHR3	-	15466643	15538262	1	1	N	MIR4270 CHR3 - 15512749 15512819;
MIR4270	CHR3	-	15512749	15512819	1	1	N	COLQ CHR3 - 15466643 15538262;
HACL1	CHR3	-	15577243	15618134	1	1	N	
BTD	CHR3	+	15618258	15662329	1	1	N	
ANKRD28	CHR3	-	15683747	15876057	1	1	N	
MIR563	CHR3	+	15890281	15890360	1	1	N	
GALNTL2	CHR3	+	16191187	16246257	1	1	N	
DPH3	CHR3	-	16273571	16281500	1	1	N	
OXNAD1	CHR3	+	16281670	16322598	1	1	N	
RFTN1	CHR3	-	16332355	16530226	1	1	N	
DAZL	CHR3	-	16603304	16622010	1	1	N	
PLCL2	CHR3	+	16901455	17107102	1	1	N	MIR3714 CHR3 + 16949691 16949756;
MIR3714	CHR3	+	16949691	16949756	1	1	N	PLCL2 CHR3 + 16901455 17107102;
TBC1D5	CHR3	-	17173657	17759244	1	1	N	
LOC339862	CHR3	+	17979067	18285414	1	1	N	
SATB1	CHR3	-	18364136	18455269	1	1	N	
KCNH8	CHR3	+	19165020	19552139	1	1	N	
MIR4791	CHR3	-	19331343	19331427	1	1	N	
EFHB	CHR3	-	19895969	19950710	1	1	N	
RAB5A	CHR3	+	19963575	20001671	1	1	N	
PP2D1	CHR3	-	19996456	20028769	1	1	N	
KAT2B	CHR3	+	20056527	20170900	1	1	N	
SGOL1	CHR3	-	20177088	20202728	1	1	N	
SGOL1-AS1	CHR3	+	20190739	20202923	1	1	N	
VENTXP7	CHR3	+	21422221	21423181	1	1	N	
ZNF385D	CHR3	-	21437493	21767820	1	1	N	
UBE2E2	CHR3	+	23219787	23607300	1	1	N	
UBE2E1	CHR3	+	23822387	23908135	1	1	N	
NKIRAS1	CHR3	-	23908575	23933541	1	1	N	
RPL15	CHR3	+	23933298	23940191	1	1	N	
NR1D2	CHR3	+	23961754	23997113	1	1	N	
LOC152024	CHR3	-	24116468	24119742	1	1	N	
THRB	CHR3	-	24133648	24511317	1	1	N	
LOC644990	CHR3	+	24510581	24516506	1	1	N	
MIR4792	CHR3	-	24537856	24537930	1	1	N	
RARB	CHR3	+	25444757	25614426	1	1	N	
TOP2B	CHR3	-	25614478	25680792	1	1	N	
MIR4442	CHR3	-	25681367	25681434	1	1	N	
NGLY1	CHR3	-	25735438	25806534	1	1	N	
OXSM	CHR3	+	25806566	25811029	1	1	N	
LOC285326	CHR3	-	25875026	25890190	1	1	N	
LRRC3B	CHR3	+	26639303	26727269	1	1	N	
NEK10	CHR3	-	27232100	27385916	1	1	N	
SLC4A7	CHR3	-	27389215	27500915	1	1	N	
EOMES	CHR3	-	27732889	27738789	1	1	N	
CMC1	CHR3	+	28258127	28336267	1	1	N	
AZI2	CHR3	-	28338848	28365622	1	1	N	
ZCWPW2	CHR3	+	28406990	28541636	1	1	N	
LOC645206	CHR3	+	28591772	28774832	1	1	N	
RBMS3	CHR3	+	29297806	30026890	1	1	N	
TGFBR2	CHR3	+	30622997	30710637	1	1	N	
GADL1	CHR3	-	30742695	30911157	1	1	N	
STT3B	CHR3	+	31549494	31652560	1	1	N	
OSBPL10	CHR3	-	31677320	31998346	1	1	N	
OSBPL10-AS1	CHR3	+	31720708	31738082	1	1	N	
ZNF860	CHR3	+	31998269	32008232	1	1	N	
GPD1L	CHR3	+	32123006	32185211	1	1	N	
CMTM8	CHR3	+	32255174	32386817	1	1	N	
CMTM7	CHR3	+	32408166	32471337	1	1	N	
CMTM6	CHR3	-	32497807	32519407	1	1	N	
DYNC1LI1	CHR3	-	32542466	32587370	1	1	N	
CNOT10	CHR3	+	32701640	32790371	1	1	N	
TRIM71	CHR3	+	32834513	32908775	1	1	N	
CCR4	CHR3	+	32968069	32971407	1	1	N	
GLB1	CHR3	-	33013103	33113698	1	1	N	TMPPE CHR3 - 33106911 33113297;
TMPPE	CHR3	-	33106911	33113297	1	1	N	GLB1 CHR3 - 33013103 33113698;
CRTAP	CHR3	+	33130453	33164269	1	1	N	
SUSD5	CHR3	-	33166540	33235711	1	1	N	
FBXL2	CHR3	+	33293937	33403761	1	1	N	
UBP1	CHR3	-	33404831	33456901	1	1	N	
CLASP2	CHR3	-	33512741	33734709	1	1	N	
PDCD6IP	CHR3	+	33815066	33886203	1	1	N	
ARPP21	CHR3	+	35655669	35810992	1	1	N	MIR128-2 CHR3 + 35760971 35761055;
MIR128-2	CHR3	+	35760971	35761055	1	1	N	ARPP21 CHR3 + 35655669 35810992;
STAC	CHR3	+	36397100	36564500	1	1	N	
DCLK3	CHR3	-	36728916	36756356	1	1	N	
TRANK1	CHR3	-	36843311	36961552	1	1	N	
EPM2AIP1	CHR3	-	37002360	37009799	1	1	N	
MLH1	CHR3	+	37009844	37067341	1	1	N	
LRRFIP2	CHR3	-	37069120	37192855	1	1	N	
GOLGA4	CHR3	+	37259685	37383374	1	1	N	
C3orf35	CHR3	+	37415971	37451992	1	1	N	
ITGA9	CHR3	+	37468816	37836285	1	1	N	
CTDSPL	CHR3	+	37878672	38000964	1	1	N	MIR26A1 CHR3 + 37985898 37985975;
MIR26A1	CHR3	+	37985898	37985975	1	1	N	CTDSPL CHR3 + 37878672 38000964;
VILL	CHR3	+	38010081	38023680	1	1	N	
PLCD1	CHR3	-	38023990	38046158	1	1	N	
DLEC1	CHR3	+	38055699	38139232	1	1	N	
ACAA1	CHR3	-	38139204	38153737	1	1	N	
MYD88	CHR3	+	38154972	38159516	1	1	N	
OXSR1	CHR3	+	38182029	38271983	1	1	N	
SLC22A13	CHR3	+	38282301	38294810	1	1	N	
SLC22A14	CHR3	+	38322448	38334863	1	1	N	
XYLB	CHR3	+	38363254	38431471	1	1	N	
ACVR2B-AS1	CHR3	-	38467521	38471315	1	1	N	
ACVR2B	CHR3	+	38470793	38509637	1	1	N	
EXOG	CHR3	+	38512766	38542800	1	1	N	
SCN5A	CHR3	-	38564556	38666168	1	1	N	
SCN10A	CHR3	-	38713840	38810505	1	1	N	
SCN11A	CHR3	-	38862263	38967056	1	1	N	
WDR48	CHR3	+	39068510	39112885	1	1	N	
GORASP1	CHR3	-	39113094	39124134	1	1	N	
TTC21A	CHR3	+	39124155	39155398	1	1	N	
CSRNP1	CHR3	-	39158345	39170106	1	1	N	
XIRP1	CHR3	-	39199709	39209089	1	1	N	
CX3CR1	CHR3	-	39279988	39298230	1	1	N	
CCR8	CHR3	+	39346200	39350175	1	1	N	
SLC25A38	CHR3	+	39399818	39413823	1	1	N	
RPSA	CHR3	+	39423207	39429036	1	1	N	SNORA6 CHR3 + 39424885 39425034;SNORA62 CHR3 + 39427548 39427702;
SNORA6	CHR3	+	39424885	39425034	1	1	N	RPSA CHR3 + 39423207 39429036;
SNORA62	CHR3	+	39427548	39427702	1	1	N	RPSA CHR3 + 39423207 39429036;
MOBP	CHR3	+	39484073	39542861	1	1	N	
MYRIP	CHR3	+	39826306	40276815	1	1	N	
FLJ33065	CHR3	-	40189641	40326193	1	1	N	
EIF1B	CHR3	+	40326176	40328919	1	1	N	
ENTPD3	CHR3	+	40403676	40445114	1	1	N	
ENTPD3-AS1	CHR3	-	40407445	40469803	1	1	N	
RPL14	CHR3	+	40473786	40478867	1	1	N	
ZNF619	CHR3	+	40493607	40506732	1	1	N	
ZNF620	CHR3	+	40522533	40534716	1	1	N	
ZNF621	CHR3	+	40541379	40556047	1	1	N	
CTNNB1	CHR3	+	41215945	41256943	1	1	N	
ULK4	CHR3	-	41263093	41978664	1	1	N	
TRAK1	CHR3	+	42107749	42242386	1	1	N	
CCK	CHR3	-	42274321	42282666	1	1	N	
LYZL4	CHR3	-	42413578	42427069	1	1	N	
VIPR1	CHR3	+	42505794	42554069	1	1	N	
SEC22C	CHR3	-	42564462	42617576	1	1	N	
SS18L2	CHR3	+	42607301	42611494	1	1	N	
NKTR	CHR3	+	42617150	42665237	1	1	N	
ZBTB47	CHR3	+	42670179	42684076	1	1	N	
KBTBD5	CHR3	+	42702014	42708942	1	1	N	
HHATL	CHR3	-	42709158	42719323	1	1	N	
CCDC13	CHR3	-	42724877	42789749	1	1	N	
CCDC13-AS1	CHR3	+	42749070	42761654	1	1	N	
HIGD1A	CHR3	-	42799403	42821031	1	1	N	
CCBP2	CHR3	+	42825967	42883779	1	1	N	
CYP8B1	CHR3	-	42888687	42892637	1	1	N	
ZNF662	CHR3	+	42922405	42935829	1	1	N	
KRBOX1	CHR3	+	42952837	42959287	1	1	N	
FAM198A	CHR3	+	42995762	43074211	1	1	N	
GTDC2	CHR3	-	43095724	43122579	1	1	N	
SNRK	CHR3	+	43303007	43367638	1	1	N	
SNRK-AS1	CHR3	-	43363414	43368458	1	1	N	
ANO10	CHR3	-	43382821	43638564	1	1	N	
ABHD5	CHR3	+	43707378	43739221	1	1	N	
MIR138-1	CHR3	+	44130707	44130806	1	1	N	
C3orf77	CHR3	+	44258381	44348594	1	1	N	
TCAIM	CHR3	+	44354614	44425944	1	1	N	
ZNF445	CHR3	-	44456265	44494166	1	1	N	
ZNF167	CHR3	+	44571716	44599977	1	1	N	
ZNF660	CHR3	+	44601459	44612561	1	1	N	
ZNF197	CHR3	+	44641514	44664967	1	1	N	
ZNF35	CHR3	+	44665236	44677287	1	1	N	
ZNF502	CHR3	+	44729138	44740327	1	1	N	
ZNF501	CHR3	+	44746101	44753579	1	1	N	
KIAA1143	CHR3	-	44765239	44778177	1	1	N	
KIF15	CHR3	+	44778212	44869752	1	1	N	
MIR564	CHR3	+	44878383	44878477	1	1	N	TMEM42 CHR3 + 44878411 44882158;
TMEM42	CHR3	+	44878411	44882158	1	1	N	MIR564 CHR3 + 44878383 44878477;
TGM4	CHR3	+	44891101	44931092	1	1	N	
ZDHHC3	CHR3	-	44931756	44992678	1	1	N	
EXOSC7	CHR3	+	44992744	45029162	1	1	N	
CLEC3B	CHR3	+	45042762	45052567	1	1	N	
CDCP1	CHR3	-	45098772	45162918	1	1	N	
TMEM158	CHR3	-	45240959	45242818	1	1	N	
LARS2	CHR3	+	45405078	45565332	1	1	N	
LARS2-AS1	CHR3	-	45499190	45526041	1	1	N	
LIMD1	CHR3	+	45611326	45697759	1	1	N	
LIMD1-AS1	CHR3	-	45694660	45705378	1	1	N	
SACM1L	CHR3	+	45705757	45761904	1	1	N	
SLC6A20	CHR3	-	45771944	45813039	1	1	N	
LZTFL1	CHR3	-	45840449	45858625	1	1	N	
CCR9	CHR3	+	45902999	45919671	1	1	N	
FYCO1	CHR3	-	45934394	46012320	1	1	N	
CXCR6	CHR3	+	45959976	45964849	1	1	N	
XCR1	CHR3	-	46037294	46043983	1	1	N	
CCR1	CHR3	-	46218203	46224836	1	1	N	
CCR3	CHR3	+	46258875	46283201	1	1	N	
CCR2	CHR3	+	46370238	46377417	1	1	N	
CCR5	CHR3	+	46386636	46392701	1	1	N	
CCRL2	CHR3	+	46423724	46426018	1	1	N	
LTF	CHR3	-	46452499	46481602	1	1	N	
RTP3	CHR3	+	46514488	46517443	1	1	N	
LRRC2	CHR3	-	46531881	46583044	1	1	N	
TDGF1	CHR3	+	46591048	46598956	1	1	N	
LOC100132146	CHR3	+	46628928	46643037	1	1	N	
ALS2CL	CHR3	-	46685488	46710198	1	1	N	
TMIE	CHR3	+	46717826	46727417	1	1	N	
PRSS50	CHR3	-	46728609	46734377	1	1	N	
PRSS46	CHR3	-	46736076	46752925	1	1	N	
PRSS45	CHR3	-	46758584	46761249	1	1	N	
PRSS42	CHR3	-	46846897	46850589	1	1	N	
MYL3	CHR3	-	46874360	46879977	1	1	N	
PTH1R	CHR3	+	46894239	46920293	1	1	N	
CCDC12	CHR3	-	46938223	46993274	1	1	N	
NBEAL2	CHR3	+	46996176	47026198	1	1	N	
NRADDP	CHR3	+	47028035	47029961	1	1	N	
SETD2	CHR3	-	47032901	47180471	1	1	N	
FLJ39534	CHR3	+	47180863	47260610	1	1	N	
KIF9	CHR3	-	47244519	47299341	1	1	N	
KLHL18	CHR3	+	47299333	47363310	1	1	N	
PTPN23	CHR3	+	47397494	47429935	1	1	N	
SCAP	CHR3	-	47430187	47492449	1	1	N	
ELP6	CHR3	-	47512133	47530203	1	1	N	
CSPG5	CHR3	-	47578731	47596734	1	1	N	
SMARCC1	CHR3	-	47602381	47798409	1	1	N	
DHX30	CHR3	+	47819402	47866690	1	1	N	MIR1226 CHR3 + 47866048 47866123;
MIR1226	CHR3	+	47866048	47866123	1	1	N	DHX30 CHR3 + 47819402 47866690;
MAP4	CHR3	-	47867183	48105773	1	1	N	
CDC25A	CHR3	-	48173671	48204805	1	1	N	
MIR4443	CHR3	+	48213057	48213110	1	1	N	
CAMP	CHR3	+	48239840	48241985	1	1	N	
ZNF589	CHR3	+	48257599	48287483	1	1	N	
NME6	CHR3	-	48310592	48317852	1	1	N	
SPINK8	CHR3	-	48323339	48344835	1	1	N	
FBXW12	CHR3	+	48388712	48411194	1	1	N	
PLXNB1	CHR3	-	48420264	48446464	1	1	N	
CCDC51	CHR3	-	48448583	48456533	1	1	N	
TMA7	CHR3	+	48456689	48460541	1	1	N	
ATRIP	CHR3	+	48463117	48482058	1	1	N	TREX1 CHR3 + 48481922 48484048;
TREX1	CHR3	+	48481922	48484048	1	1	N	ATRIP CHR3 + 48463117 48482058;
SHISA5	CHR3	-	48484200	48516665	1	1	N	
PFKFB4	CHR3	-	48530120	48569231	1	1	N	
UCN2	CHR3	-	48574154	48576205	1	1	N	
COL7A1	CHR3	-	48576509	48607597	1	1	N	MIR711 CHR3 - 48591338 48591414;
MIR711	CHR3	-	48591338	48591414	1	1	N	COL7A1 CHR3 - 48576509 48607597;
UQCRC1	CHR3	-	48611435	48622102	1	1	N	
TMEM89	CHR3	-	48633278	48634193	1	1	N	
SLC26A6	CHR3	-	48638159	48647930	1	1	N	
CELSR3	CHR3	-	48648899	48675352	1	1	N	MIR4793 CHR3 - 48656630 48656717;
MIR4793	CHR3	-	48656630	48656717	1	1	N	CELSR3 CHR3 - 48648899 48675352;
NCKIPSD	CHR3	-	48686281	48698338	1	1	N	
IP6K2	CHR3	-	48700439	48729715	1	1	N	
PRKAR2A	CHR3	-	48763096	48860274	1	1	N	
SLC25A20	CHR3	-	48869359	48911430	1	1	N	
C3orf71	CHR3	-	48930224	48931822	1	1	N	
ARIH2	CHR3	+	48931284	48997975	1	1	N	
P4HTM	CHR3	+	49002344	49019585	1	1	N	
WDR6	CHR3	+	49019640	49028390	1	1	N	
DALRD3	CHR3	-	49027438	49033471	1	1	N	MIR191 CHR3 - 49033054 49033146;MIR425 CHR3 - 49032584 49032671;
MIR425	CHR3	-	49032584	49032671	1	1	N	DALRD3 CHR3 - 49027438 49033471;
NDUFAF3	CHR3	+	49032911	49035930	1	1	N	
MIR191	CHR3	-	49033054	49033146	1	1	N	DALRD3 CHR3 - 49027438 49033471;
IMPDH2	CHR3	-	49036765	49041879	1	1	N	
QRICH1	CHR3	-	49042145	49106508	1	1	N	
QARS	CHR3	-	49108368	49117175	1	1	N	
USP19	CHR3	-	49120482	49133375	1	1	N	
LAMB2	CHR3	-	49133550	49145603	1	1	N	
LAMB2P1	CHR3	-	49165295	49166838	1	1	N	
CCDC71	CHR3	-	49174971	49178789	1	1	N	
KLHDC8B	CHR3	+	49184021	49188923	1	1	N	
LOC646498	CHR3	-	49190072	49204295	1	1	N	
CCDC36	CHR3	+	49210864	49270541	1	1	N	
C3orf62	CHR3	-	49281033	49289512	1	1	N	
MIR4271	CHR3	+	49286556	49286623	1	1	N	
USP4	CHR3	-	49289580	49352540	1	1	N	
GPX1	CHR3	-	49369612	49370795	1	1	N	
RHOA	CHR3	-	49371582	49424530	1	1	N	
TCTA	CHR3	+	49424642	49428913	1	1	N	
AMT	CHR3	-	49429214	49435115	1	1	N	NICN1 CHR3 - 49434769 49441761;
NICN1	CHR3	-	49434769	49441761	1	1	N	AMT CHR3 - 49429214 49435115;
DAG1	CHR3	+	49481139	49548055	1	1	N	
BSN-AS2	CHR3	-	49561742	49566803	1	1	N	
BSN	CHR3	+	49566925	49683986	1	1	N	
APEH	CHR3	+	49686438	49695938	1	1	N	
MST1	CHR3	-	49696383	49701200	1	1	N	
